station_id,latitude,longitude,elevation,state,name,additional_info
USW00003164,32.6261,-116.4681,805.0,CA,CAMPO ASOS,
USW00003166,33.8717,-117.9855,26.2,CA,FULLERTON MUNI AP,
USW00003167,33.9236,-118.3328,16.8,CA,HAWTHORNE MUNI AP,
USW00003170,39.6014,-116.0056,1809.3,NV,EUREKA AP,
USW00003171,33.9528,-117.4353,257.6,CA,RIVERSIDE MUNI AP,
USW00003177,33.13,-117.2764,95.4,CA,CARLSBAD MCCLELLAN PALOMAR AP,
USW00003178,32.5758,-116.9939,158.8,CA,SAN DIEGO BROWN FLD,
USW00003179,33.9756,-117.625,193.9,CA,CHINO AP,
USW00003184,33.6903,-112.0661,453.2,AZ,PHOENIX DEER VALLEY MUNI AP,
USW00003185,33.4658,-111.7211,423.4,AZ,MESA FALCON FLD,
USW00003192,33.6122,-111.923,436.2,AZ,SCOTTSDALE MUNI AP,
USW00003195,35.9458,-112.1553,1993.4,AZ,GRAND CANYON NP AP,
USW00003196,31.4208,-110.8467,1193.0,AZ,NOGALES INTL AP,
USW00003728,33.1533,-79.3636,2.7,SC,MCCLELLANVILLE 7 NE,
USW00003733,39.0131,-79.4742,1033.3,WV,ELKINS 21 ENE,
USW00003739,37.2908,-75.9269,8.8,VA,CAPE CHARLES 5 ENE,
USW00003749,39.645,-77.4681,563.0,MD,CAMP DAVID,
USW00003757,38.1417,-76.4292,6.4,MD,ST INIGOES WEBSTER NOLF,
USW00003758,35.9706,-79.0931,171.3,NC,DURHAM 11 W,
USW00003759,37.9975,-78.4656,358.7,VA,CHARLOTTESVILLE 2 SSE,
USW00003761,39.8592,-75.7861,121.9,PA,AVONDALE 2 N,
USW00003802,39.3022,-80.2239,367.3,WV,CLARKSBURG BENEDUM AP,
USW00003804,39.3394,-81.4439,245.4,WV,PARKERSBURG AP,
USW00003809,36.0003,-89.4094,91.4,TN,DYERSBURG MUNI AP,
USW00003810,35.7419,-81.3822,356.6,NC,HICKORY FAA AP,
USW00003811,35.5933,-88.9169,129.2,TN,JACKSON MCKELLAR- SIPES AP,
USW00003812,35.4317,-82.5378,645.6,NC,ASHEVILLE AP,
USW00003813,32.6889,-83.6531,104.5,GA,MACON MIDDLE GA RGNL AP,
USW00003814,36.9667,-84.1333,359.1,KY,CORBIN CAA AP,
USW00003815,30.4833,-87.35,28.0,FL,PENSACOLA NAS,
USW00003816,37.0683,-88.7719,154.2,KY,PADUCAH,
USW00003817,36.6,-89.9833,92.0,MO,MALDEN FAA AP,
USW00003818,30.8369,-85.1836,32.6,FL,MARIANNA MUNI AP,
USW00003820,33.3653,-81.9636,40.8,GA,AUGUSTA BUSH FLD AP,
USW00003822,32.1314,-81.2022,8.8,GA,SAVANNAH INTL AP,
USW00003838,38.9833,-89.1667,163.1,IL,VANDALIA FAA AP,
USW00003839,36.1167,-86.6833,185.0,TN,NASHVILLE BERRY FLD AF,
USW00003841,35.9981,-84.2192,310.6,TN,OAK RIDGE ATDD,
USW00003843,30.5833,-86.45,47.9,FL,PIERCE FLD AAFB,
USW00003844,30.65,-86.5333,57.9,FL,DUKE FLD AAFB,
USW00003847,35.9508,-85.0814,568.5,TN,CROSSVILLE MEM AP,
USW00003849,37.0894,-84.0689,360.0,KY,LONDON CORBIN AP,
USW00003850,31.2667,-85.7167,91.1,AL,CAIRNS FLD FT RUCKER,
USW00003852,30.4167,-86.6833,11.9,FL,VALPARAISO HURLBURT FLD,
USW00003853,30.4,-81.4167,4.9,FL,MAYPORT PILOT STN,
USW00003855,30.35,-87.3167,8.5,FL,PENSACOLA FOREST SHERMAN NAS,
USW00003856,34.6442,-86.7861,189.9,AL,HUNTSVILLE INTNL AP,
USW00003858,33.9667,-80.8,89.9,SC,EASTOVER MCENTIRE ANG,
USW00003859,37.2978,-81.2036,870.2,WV,BLUEFIELD MERCER CO AP,
USW00003860,38.3653,-82.5547,251.2,WV,HUNTINGTON TRI-STATE AP,
USW00003866,32.55,-88.5667,82.6,MS,MERIDIAN NAAS,
USW00003867,39.85,-83.8333,323.1,OH,SPRINGFIELD AF,
USW00003868,39.4428,-87.3219,172.8,IN,TERRE HAUTE HULMAN RGNL AP,
USW00003870,34.8833,-82.2197,325.8,SC,GREER,GSN
USW00003871,39.1,-84.5167,193.9,OH,CINCINNATI WSO CITY,
USW00003872,37.7836,-81.1228,760.2,WV,BECKLEY RALEIGH CO AP,
USW00003874,32.3667,-84.8,134.1,GA,FT BENNING MCKENNA,
USW00003875,31.8833,-81.5667,14.0,GA,FT STEWART WRIGHT,
USW00003876,30.4333,-86.9333,11.9,FL,VALPARAISO,
USW00003878,31.8575,-86.0103,118.6,AL,TROY MUNI AP,
USW00003881,32.8661,-87.2383,137.2,AL,CENTREVILLE 6 SW,
USW00003882,30.2119,-85.6828,12.8,FL,PANAMA CITY BAY CO AP,
USW00003883,33.4667,-86.8333,226.8,AL,BIRMINGHAM WSFO,
USW00003887,39.8308,-88.8719,205.1,IL,DECATUR AP,
USW00003888,33.7775,-84.5247,245.1,GA,ATLANTA FULTON CO AP,
USW00003889,37.5908,-83.3131,445.3,KY,JACKSON,
USW00003892,32.6161,-85.4333,236.5,AL,AUBURN OPELIKA AP,
USW00003893,39.1431,-86.6167,253.3,IN,BLOOMINGTON MONROE CO AP,
USW00003894,36.6169,-87.4117,167.6,TN,CLARKSVILLE OUTLAW AP,
USW00003896,33.9667,-86.0833,173.4,AL,GADSDEN MUNI AP,
USW00003901,32.3908,-94.7139,107.3,TX,LONGVIEW E TX RGNL AP,
USW00003902,31.0667,-97.8333,309.4,TX,ROBERT GRAY AAF,
USW00003904,30.5911,-96.3631,96.0,TX,COLLEGE STN EASTERWOOD FLD,
USW00003918,36.2908,-92.59,219.2,AR,FLIPPIN MARION CO RGNL AP,
USW00003919,38.78,-97.6444,385.0,KS,SALINA MUNI AP,
USW00003923,37.6167,-97.2667,413.9,KS,WICHITA MCCONNELL AFB,
USW00003927,32.8975,-97.0219,165.8,TX,DAL-FTW WSCMO AP,
USW00003928,37.6544,-97.4431,426.7,KS,WICHITA,
USW00003929,38.8439,-94.5603,321.9,MO,KANSAS CITY R GEBAUR AP,
USW00003930,34.9167,-92.15,94.8,AR,LITTLE ROCK AFB,
USW00003931,31.05,-93.1833,100.6,LA,FT POLK AAF,
USW00003932,35.3567,-99.2042,584.6,OK,CLINTON-SHERMAN AP,
USW00003933,31.1333,-97.7167,281.6,TX,FT HOOD,
USW00003934,30.0333,-91.8833,7.9,LA,NEW IBERIA NAAS,
USW00003935,37.2256,-89.5786,101.8,MO,CAPE GIRARDEAU MUNI AP,
USW00003936,39.1344,-96.6789,319.4,KS,MANHATTAN ASOS,
USW00003937,30.1253,-93.2158,41.8,LA,LAKE CHARLES,
USW00003938,37.75,-92.15,351.1,MO,WAYNESVILLE REGNL AP,
USW00003940,32.3197,-90.0778,90.2,MS,JACKSON INTL AP,
USW00003943,32.85,-98.05,253.9,TX,MINERAL WELLS WOLTERS AF,
USW00003944,32.7833,-98.2667,359.1,TX,PALO PINTO DEMPSEY AF,
USW00003945,38.8169,-92.2147,272.2,MO,COLUMBIA RGNL AP,GSN
USW00003947,39.2975,-94.7308,307.2,MO,KANSAS CITY INTL AP,
USW00003949,31.3569,-93.1761,115.2,LA,PEASON RIDGE RANGE,
USW00003950,34.5578,-98.4172,326.1,OK,LAWTON MUNI AP,
USW00003951,32.35,-94.65,124.1,TX,LONGVIEW WSMO,
USW00003952,34.8364,-92.2622,197.8,AR,LITTLE ROCK,
USW00003953,35.8356,-90.6442,78.9,AR,JONESBORO MUNI AP,
USW00003954,35.5411,-97.6472,390.1,OK,OKLAHOMA CITY WILEY POST AP,
USW00003957,37.2839,-98.5528,467.9,KS,MEDICINE LODGE 1E,
USW00003959,36.7664,-96.0131,210.3,OK,BARTLESVILLE MUNI AP,
USW00003960,38.5639,-90.1486,123.4,IL,CAHOKIA ST LOUIS DWTN AP,
USW00003961,31.6167,-91.2833,82.9,MS,NATCHEZ ADAM CO AP,
USW00003962,34.4756,-93.1042,153.9,AR,HOT SPRINGS ASOS,
USW00003963,38.5944,-92.1567,165.8,MO,JEFFERSON CITY MEM AP,
USW00003965,36.1625,-97.0894,292.9,OK,STILLWATER RGNL AP,
USW00003966,38.6575,-90.6558,139.6,MO,ST LOUIS SPIRIT OF ST LOUIS AP,
USW00003967,38.85,-94.7394,327.4,KS,OLATHE JOHNSON CO EXECUTIVE AP,
USW00003969,32.2153,-98.1775,402.6,TX,STEPHENVILLE CLARK FLD,
USW00003971,32.6781,-96.8678,200.6,TX,DALLAS REDBIRD AP,
USW00003974,37.7497,-97.2192,427.9,KS,WICHITA COLONEL JAMES JABARA A,
USW00003975,36.7697,-90.3225,99.7,MO,POPLAR BLUFF MUNI AP,
USW00003978,36.35,-94.2167,395.0,AR,BENTONVILLE MUNI AP,
USW00003981,34.3622,-98.9767,400.8,OK,ALTUS AFB,
USW00003985,32.565,-97.3081,213.4,TX,FORT WORTH SPINKS AP,
USW00003991,33.2089,-97.1992,194.8,TX,DENTON MUNICPAL AP,
USW00003994,38.7119,-93.1747,271.6,MO,SEDALIA MEM AP,
USW00003996,32.3481,-91.03,25.3,LA,TALLULAH VICKSBURG RGNL AP,
USW00003997,39.0078,-95.2114,252.1,KS,LAWRENCE ASOS,
USW00003998,37.3281,-95.5044,264.0,KS,PARSONS TRI CITY AP,
USW00003999,30.7406,-98.2353,386.2,TX,BURNET MUNI AP,
USW00004109,46.1442,-115.5964,451.1,ID,LOWELL THREE RIVERS RESORT,
USW00004110,42.7272,-114.4547,1226.5,ID,JEROME CO AP,
USW00004111,41.2728,-111.0306,2176.0,WY,EVANSTON UINTA CO BURNS FLD,
USW00004112,44.1708,-114.9269,1979.7,ID,STANLEY RS,
USW00004113,45.8258,-119.2611,195.1,OR,HERMISTON MUNI AP,
USW00004114,44.5231,-114.2161,1534.1,ID,CHALLIS AP,
USW00004125,44.5561,-119.6458,684.3,OR,JOHN DAY 35 WNW,
USW00004126,43.4622,-113.5561,1804.4,ID,ARCO 17 SW,
USW00004127,43.2044,-116.7506,1204.0,ID,MURPHY 10 W,
USW00004128,43.4711,-119.6917,1396.9,OR,RILEY 10 WSW,
USW00004130,48.7411,-113.4331,1388.4,MT,ST. MARY 1 SSW,
USW00004131,43.6614,-110.7119,1970.8,WY,MOOSE 1 NNE,
USW00004134,40.1603,-113.3506,1310.6,UT,GRANITE PEAK DUGWAY PROVING GR,
USW00004136,47.4175,-117.5264,691.0,WA,SPOKANE 17 SSW,
USW00004137,45.1581,-113.0058,1820.0,MT,DILLON 18 WSW,
USW00004138,41.6164,-112.5436,1509.1,UT,BRIGHAM CITY 28 WNW,
USW00004139,41.8483,-119.6358,1981.2,NV,DENIO 52 WSW,
USW00004140,46.8847,-110.2894,1545.3,MT,LEWISTOWN 42 WSW,
USW00004141,43.2717,-124.3186,3.7,OR,COOS BAY 8 SW,
USW00004143,40.2817,-111.2397,2379.9,UT,PROVO 22 E,
USW00004201,45.7692,-122.8636,14.9,OR,SCAPPOOSE IND AP,
USW00004205,48.1606,-122.1589,41.8,WA,ARLINGTON MUNI AP,
USW00004222,40.6508,-122.6067,432.2,CA,REDDING 12 WNW,
USW00004223,48.5406,-121.4461,124.1,WA,DARRINGTON 21 NNE,
USW00004236,44.4186,-123.3258,95.1,OR,CORVALLIS 10 SSW,
USW00004237,47.5139,-123.812,87.2,WA,QUINAULT 4 NE,
USW00004720,42.15,-79.25,525.2,NY,JAMESTOWN,
USW00004724,43.1083,-78.9381,178.3,NY,NIAGARA FALLS INTL AP,
USW00004725,42.1997,-75.9847,519.1,NY,BINGHAMTON,
USW00004726,40.315,-78.8308,694.0,PA,JOHNSTOWN CAMBRIA CO AP,
USW00004727,42.75,-76.9,187.1,NY,GENEVA SAMPSON AFB,
USW00004739,40.1833,-74.0667,25.9,NJ,BELMAR ASC,
USW00004742,44.65,-73.4667,71.9,NY,PLATTSBURGH INTL AP,
USW00004743,43.0833,-70.8167,39.0,NH,PORTSMOUTH PEASE AFB,
USW00004751,41.7983,-78.6356,642.2,PA,BRADFORD RGNL AP,
USW00004769,42.4167,-71.4833,63.1,MA,MAYNARD,
USW00004779,42.5667,-71.6,86.9,MA,FT DEVENS AAF,
USW00004780,42.555,-71.7569,102.4,MA,FITCHBURG MUNI AP,
USW00004781,40.7939,-73.1019,25.3,NY,ISLIP-LI MACARTHUR AP,
USW00004782,42.8333,-73.9167,67.1,NY,SCHENECTADY,
USW00004783,40.1833,-74.1167,50.0,NJ,BELMAR MONMOUTH AAF,
USW00004787,41.1794,-78.8933,550.5,PA,DUBOIS RGNL AP,
USW00004789,41.5092,-74.2644,108.2,NY,MONTGOMERY ORANGE CO AP,
USW00004803,45.6314,-89.4825,502.3,WI,RHINELANDER ONEIDA CO AP,
USW00004804,40.0783,-83.0783,274.9,OH,COLUMBUS OHIO STATE UNIV AP,
USW00004808,41.7714,-88.4814,213.7,IL,CHICAGO AURORA MUNI AP,
USW00004824,44.85,-87.4167,220.7,WI,STURGEON BAY AP,
USW00004825,44.2667,-88.5167,279.5,WI,APPLETON OUTAGAMIE AP,
USW00004826,44.3592,-89.8369,309.4,WI,WISCONSIN RAPIDS ALEXANDER FLD,
USW00004827,40.1333,-80.2833,361.2,PA,WASHINGTON CO AP,
USW00004836,47.2853,-68.3072,300.2,ME,FRENCHVILLE NTHRN AROOSTOOK AP,
USW00004838,42.1208,-87.9047,191.7,IL,CHICAGO PALWAUKEE AP,
USW00004839,42.7464,-86.0967,206.3,MI,HOLLAND TULIP CITY AP,
USW00004840,43.7694,-88.4908,242.3,WI,FOND DU LAC CO AP,
USW00004841,43.7747,-87.8492,228.9,WI,SHEBOYGAN CO MEM AP,
USW00004842,40.8733,-81.8886,336.8,OH,WOOSTER WAYNE CO AP,
USW00004843,41.6258,-80.2122,427.6,PA,MEADVILLE PORT MEADVILLE AP,
USW00004845,42.5953,-87.9383,223.4,WI,KENOSHA RGNL AP,
USW00004846,41.4536,-86.9981,234.1,IN,VALPARAISO PORTER CO MUNI AP,
USW00004847,41.8678,-84.0794,244.1,MI,ADRIAN LENAWEE CO AP,
USW00004848,41.5633,-83.4767,189.0,OH,TOLEDO METCALF FLD,
USW00004849,41.3464,-82.1789,241.1,OH,ELYRIA LORAIN CO AP,
USW00004850,40.7081,-84.0214,292.9,OH,LIMA ALLEN CO AP,
USW00004851,41.3358,-84.4286,215.2,OH,DEFIANCE AP,
USW00004852,40.4703,-81.4217,271.6,OH,NEW PHILA CLEVER FLD,
USW00004853,41.5256,-81.6692,177.4,OH,CLEVELAND BURKE LAKEFRONT AP,
USW00004854,45.0167,-84.6894,406.0,MI,GAYLORD OTSEGO CO AP,
USW00004855,40.6158,-83.0672,300.2,OH,MARION MUNI AP,
USW00004856,45.95,-86.2297,178.0,MI,MANISTIQUE,
USW00004857,41.7794,-80.6969,278.3,OH,ASHTABULA CO AP,
USW00004858,40.0264,-82.4633,267.6,OH,NEWARK HEATH AP,
USW00004864,45.1542,-89.1106,463.9,WI,ANTIGO LANGLADE CO AP,
USW00004869,46.25,-84.4667,243.5,MI,CHIPPEWA INTL AP,
USW00004891,45.1992,-89.7114,401.4,WI,MERRILL MUNI AP,
USW00004895,44.55,-89.5333,338.3,WI,STEVENS POINT MUNI AP,
USW00004901,40.8931,-97.9972,548.3,NE,AURORA MUNI AP,
USW00004902,43.6647,-92.9333,375.8,MN,AUSTIN MUNI AP,
USW00004916,43.2753,-91.7392,352.7,IA,DECORAH MUNI AP,
USW00004927,43.6767,-92.1797,388.9,MN,PRESTONE FILLMORE AP,
USW00004935,40.45,-99.3392,702.3,NE,HOLDREGE BREWSTER FLD AP,
USW00004955,42.6808,-91.9744,328.0,IA,OELWEIN MUNI AP,
USW00004956,44.0769,-91.7081,199.9,MN,WINONA MUNI AP,
USW00004963,43.0192,-91.1236,201.5,WI,PRAIRIE DU CHIEN AP,
USW00004967,44.5892,-92.4847,237.7,MN,RED WING RGNL AP,
USW00004978,44.0178,-92.8314,397.8,MN,DODGE CTR AP,
USW00004990,43.7347,-96.6222,485.9,SD,SIOUX FALLS 14 NNE,
USW00004994,48.3056,-95.8744,350.5,MN,GOODRIDGE 12 NNW,
USW00004998,40.1492,-97.5867,449.0,NE,HEBRON MUNI AP,
USW00012804,27.65,-81.3333,20.1,FL,AVON PARK GUNNERY RANGE,
USW00012809,27.95,-81.7833,57.0,FL,BARTOW MUNI AP,
USW00012810,27.85,-82.5167,7.9,FL,MACDILL AFB,
USW00012812,26.9183,-81.9939,6.1,FL,PUNTA GORDA CHARLOTTE CO AP,
USW00012815,28.4183,-81.3242,27.1,FL,ORLANDO INTL AP,
USW00012816,29.6917,-82.2761,40.5,FL,GAINESVILLE RGNL AP,
USW00012818,28.4739,-82.4536,19.8,FL,BROOKSVILLE HERNANDO CO AP,
USW00012819,28.8214,-81.8097,20.7,FL,LEESBURG MUNI AP,
USW00012824,28.55,-81.3333,34.1,FL,ORLANDO AAF,
USW00012826,25.4833,-80.3833,4.9,FL,HOMESTEAD AFB,
USW00012832,29.7269,-85.0247,5.5,FL,APALACHICOLA AP,
USW00012833,29.6333,-83.1053,11.6,FL,CROSS CITY AP,
USW00012834,29.1736,-81.0719,7.9,FL,DAYTONA BEACH INTL AP,
USW00012835,26.585,-81.8614,4.0,FL,FT MYERS PAGE FLD AP,
USW00012836,24.5569,-81.7553,0.3,FL,KEY W INTL AP,GSN
USW00012837,28.0833,-81.9167,49.1,FL,LAKELAND,
USW00012838,28.0997,-80.6356,6.7,FL,MELBOURNE INTL AP,
USW00012839,25.7881,-80.3169,1.5,FL,MIAMI INTL AP,
USW00012841,28.5467,-81.3356,31.7,FL,ORLANDO EXECUTIVE AP,
USW00012842,27.9633,-82.54,1.8,FL,TAMPA INTL AP,GSN
USW00012843,27.6553,-80.4142,5.8,FL,VERO BEACH INTL AP,
USW00012844,26.685,-80.0992,3.7,FL,W PALM BEACH INTL AP,
USW00012847,29.0833,-81.4167,32.0,FL,DELAND NAS,
USW00012849,26.0789,-80.1622,0.9,FL,FT LAUDERDALE INTL AP,
USW00012850,24.5833,-81.6833,1.8,FL,KEY WEST NAS,
USW00012851,28.1,-80.6333,17.1,FL,MELBOURNE NAS,
USW00012852,25.9167,-80.2833,7.9,FL,MIAMI MCAS,
USW00012853,25.6167,-80.4167,9.1,FL,RICHMOND NAS,
USW00012854,28.7794,-81.2436,14.9,FL,ORLANDO SANFORD AP,
USW00012855,27.65,-80.4167,15.8,FL,VERO BEACH NAS,
USW00012858,24.5667,-81.8,7.9,FL,KEY WEST,
USW00012859,25.7167,-80.2833,4.6,FL,MIAMI WSO CITY,
USW00012861,29.1667,-82.2333,26.5,FL,OCALA JIM TAYLOR FLD,
USW00012863,28.9667,-89.3833,4.0,LA,BURRWOOD WB,
USW00012867,28.2333,-80.6,3.0,FL,COCOA BEACH PATRICK AFB,
USW00012868,28.4833,-80.5667,4.9,FL,CAPE KENNEDY AFS,
USW00012871,27.4014,-82.5586,5.2,FL,SARASOTA BRADENTON AP,
USW00012873,27.9125,-82.6856,0.0,FL,ST PETERSBURG CLEARWATER INTL,
USW00012876,28.0614,-81.7569,43.6,FL,WINTER HAVEN GILBERT AP,
USW00012882,25.9103,-80.2828,1.2,FL,MIAMI OPA LOCKA AP,
USW00012883,28.0,-82.05,45.1,FL,LAKELAND LINDER RGNL AP,
USW00012884,29.3331,-89.4075,0.9,LA,BOOTHVILLE ASOS,
